refinement_id,kernel_generator,source_chart,target_chart,open_condition,localized_nonvanishing_forms,emptiness_certified
913,3,C0001,C1001,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 4}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}]]",False
914,3,C0010,C1001,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 4}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}]]",False
915,3,C0011,C1001,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 4}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}]]",False
916,3,C0100,C1001,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 4}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}]]",False
917,3,C0101,C1001,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 4}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}]]",False
918,3,C0110,C1001,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 4}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}]]",False
919,3,C0111,C1001,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 4}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}]]",False
920,3,C1000,C1001,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 4}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}]]",False
921,3,C1001,C1001,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 4}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}]]",False
922,3,C1010,C1001,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 4}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}]]",False
923,3,C1011,C1001,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 4}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}]]",False
924,3,C1100,C1001,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 4}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}]]",False
925,3,C1101,C1001,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 4}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}]]",False
926,3,C1110,C1001,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 4}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}]]",False
927,3,C1111,C1001,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 4}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}]]",False
928,3,C0000,C1010,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 18}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}]]",False
929,3,C0001,C1010,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 18}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}]]",False
930,3,C0010,C1010,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 18}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}]]",False
931,3,C0011,C1010,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 18}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}]]",False
932,3,C0100,C1010,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 18}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}]]",False
933,3,C0101,C1010,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 18}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}]]",False
934,3,C0110,C1010,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 18}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}]]",False
935,3,C0111,C1010,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 18}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}]]",False
936,3,C1000,C1010,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 18}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}]]",False
937,3,C1001,C1010,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 18}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}]]",False
938,3,C1010,C1010,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 18}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}]]",False
939,3,C1011,C1010,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 18}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}]]",False
940,3,C1100,C1010,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 18}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}]]",False
941,3,C1101,C1010,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 18}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}]]",False
942,3,C1110,C1010,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 18}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}]]",False
943,3,C1111,C1010,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 18}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}]]",False
944,3,C0000,C1011,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 18}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}]]",False
945,3,C0001,C1011,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 18}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}]]",False
946,3,C0010,C1011,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 18}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}]]",False
947,3,C0011,C1011,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 18}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}]]",False
948,3,C0100,C1011,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 18}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}]]",False
949,3,C0101,C1011,U_source intersect k^-1(U_target),"[[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}], [{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 18}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}], [{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}]]",False
