job_id,source_K_index,target_K_index,generator,source_K_exponents,target_K_exponents,localized_overlap,source_frame_forms_in_base_1_u_v,target_frame_forms_in_base_1_u_v,normalized_H_scalar_mod_31,normalized_H_factor_circuit,normalized_O4H_scalar_mod_31,normalized_O4H_factor_circuit,whole_ring_J1_emitted,whole_ring_J2_emitted,whole_ring_lambda_correction_emitted,L0_A_source_equals_A_target_L1_certified
238,59,62,2,"[2, 0, 1, 2]","[2, 0, 2, 2]",invert all source and target factor-frame forms listed,"[[29,0,2],[11,15,1],[24,0,10],[8,5,19]]","[[29,0,2],[14,25,21],[22,20,6],[8,5,19]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
239,59,57,3,"[2, 0, 1, 2]","[2, 0, 1, 0]",invert all source and target factor-frame forms listed,"[[29,0,2],[11,15,1],[24,0,10],[8,5,19]]","[[29,0,2],[1,0,1],[30,28,11],[2,9,3]]",2,scalar*product(target_frame_forms)/product(source_frame_forms),16,normalized_H_factor_circuit^4,False,False,False,False
240,60,6,0,"[2, 0, 2, 0]","[0, 0, 2, 0]",invert all source and target factor-frame forms listed,"[[29,0,2],[29,0,2],[29,6,9],[2,9,3]]","[[1,0,0],[29,0,2],[29,6,9],[1,0,0]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
241,60,69,1,"[2, 0, 2, 0]","[2, 1, 2, 0]",invert all source and target factor-frame forms listed,"[[29,0,2],[29,0,2],[29,6,9],[2,9,3]]","[[20,16,1],[29,0,2],[8,0,0],[24,13,5]]",11,scalar*product(target_frame_forms)/product(source_frame_forms),9,normalized_H_factor_circuit^4,False,False,False,False
242,60,54,2,"[2, 0, 2, 0]","[2, 0, 0, 0]",invert all source and target factor-frame forms listed,"[[29,0,2],[29,0,2],[29,6,9],[2,9,3]]","[[29,0,2],[1,0,0],[1,0,0],[2,9,3]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
243,60,61,3,"[2, 0, 2, 0]","[2, 0, 2, 1]",invert all source and target factor-frame forms listed,"[[29,0,2],[29,0,2],[29,6,9],[2,9,3]]","[[29,0,2],[20,16,1],[24,0,21],[8,0,0]]",4,scalar*product(target_frame_forms)/product(source_frame_forms),8,normalized_H_factor_circuit^4,False,False,False,False
244,61,7,0,"[2, 0, 2, 1]","[0, 0, 2, 1]",invert all source and target factor-frame forms listed,"[[29,0,2],[20,16,1],[24,0,21],[8,0,0]]","[[1,0,0],[20,16,1],[24,0,21],[1,20,14]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
245,61,70,1,"[2, 0, 2, 1]","[2, 1, 2, 1]",invert all source and target factor-frame forms listed,"[[29,0,2],[20,16,1],[24,0,21],[8,0,0]]","[[20,16,1],[20,16,1],[23,20,26],[9,0,9]]",11,scalar*product(target_frame_forms)/product(source_frame_forms),9,normalized_H_factor_circuit^4,False,False,False,False
246,61,55,2,"[2, 0, 2, 1]","[2, 0, 0, 1]",invert all source and target factor-frame forms listed,"[[29,0,2],[20,16,1],[24,0,21],[8,0,0]]","[[29,0,2],[1,20,14],[30,18,11],[8,0,0]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
247,61,62,3,"[2, 0, 2, 1]","[2, 0, 2, 2]",invert all source and target factor-frame forms listed,"[[29,0,2],[20,16,1],[24,0,21],[8,0,0]]","[[29,0,2],[14,25,21],[22,20,6],[8,5,19]]",4,scalar*product(target_frame_forms)/product(source_frame_forms),8,normalized_H_factor_circuit^4,False,False,False,False
248,62,8,0,"[2, 0, 2, 2]","[0, 0, 2, 2]",invert all source and target factor-frame forms listed,"[[29,0,2],[14,25,21],[22,20,6],[8,5,19]]","[[1,0,0],[14,25,21],[22,20,6],[2,9,3]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
249,62,71,1,"[2, 0, 2, 2]","[2, 1, 2, 2]",invert all source and target factor-frame forms listed,"[[29,0,2],[14,25,21],[22,20,6],[8,5,19]]","[[20,16,1],[14,25,21],[15,22,10],[15,29,24]]",11,scalar*product(target_frame_forms)/product(source_frame_forms),9,normalized_H_factor_circuit^4,False,False,False,False
250,62,56,2,"[2, 0, 2, 2]","[2, 0, 0, 2]",invert all source and target factor-frame forms listed,"[[29,0,2],[14,25,21],[22,20,6],[8,5,19]]","[[29,0,2],[2,9,3],[29,26,9],[8,5,19]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
251,62,60,3,"[2, 0, 2, 2]","[2, 0, 2, 0]",invert all source and target factor-frame forms listed,"[[29,0,2],[14,25,21],[22,20,6],[8,5,19]]","[[29,0,2],[29,0,2],[29,6,9],[2,9,3]]",2,scalar*product(target_frame_forms)/product(source_frame_forms),16,normalized_H_factor_circuit^4,False,False,False,False
252,63,9,0,"[2, 1, 0, 0]","[0, 1, 0, 0]",invert all source and target factor-frame forms listed,"[[20,16,1],[1,0,0],[30,28,11],[24,13,5]]","[[1,20,14],[1,0,0],[30,28,11],[1,0,1]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
253,63,72,1,"[2, 1, 0, 0]","[2, 2, 0, 0]",invert all source and target factor-frame forms listed,"[[20,16,1],[1,0,0],[30,28,11],[24,13,5]]","[[14,25,21],[1,0,0],[29,6,9],[9,5,29]]",11,scalar*product(target_frame_forms)/product(source_frame_forms),9,normalized_H_factor_circuit^4,False,False,False,False
254,63,66,2,"[2, 1, 0, 0]","[2, 1, 1, 0]",invert all source and target factor-frame forms listed,"[[20,16,1],[1,0,0],[30,28,11],[24,13,5]]","[[20,16,1],[1,0,1],[29,6,9],[24,13,5]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
255,63,64,3,"[2, 1, 0, 0]","[2, 1, 0, 1]",invert all source and target factor-frame forms listed,"[[20,16,1],[1,0,0],[30,28,11],[24,13,5]]","[[20,16,1],[1,20,14],[21,26,14],[9,0,9]]",4,scalar*product(target_frame_forms)/product(source_frame_forms),8,normalized_H_factor_circuit^4,False,False,False,False
256,64,10,0,"[2, 1, 0, 1]","[0, 1, 0, 1]",invert all source and target factor-frame forms listed,"[[20,16,1],[1,20,14],[21,26,14],[9,0,9]]","[[1,20,14],[1,20,14],[21,26,14],[12,17,13]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
257,64,73,1,"[2, 1, 0, 1]","[2, 2, 0, 1]",invert all source and target factor-frame forms listed,"[[20,16,1],[1,20,14],[21,26,14],[9,0,9]]","[[14,25,21],[1,20,14],[24,0,21],[3,0,28]]",11,scalar*product(target_frame_forms)/product(source_frame_forms),9,normalized_H_factor_circuit^4,False,False,False,False
258,64,67,2,"[2, 1, 0, 1]","[2, 1, 1, 1]",invert all source and target factor-frame forms listed,"[[20,16,1],[1,20,14],[21,26,14],[9,0,9]]","[[20,16,1],[12,17,13],[24,0,21],[9,0,9]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
259,64,65,3,"[2, 1, 0, 1]","[2, 1, 0, 2]",invert all source and target factor-frame forms listed,"[[20,16,1],[1,20,14],[21,26,14],[9,0,9]]","[[20,16,1],[2,9,3],[24,0,10],[15,29,24]]",4,scalar*product(target_frame_forms)/product(source_frame_forms),8,normalized_H_factor_circuit^4,False,False,False,False
260,65,11,0,"[2, 1, 0, 2]","[0, 1, 0, 2]",invert all source and target factor-frame forms listed,"[[20,16,1],[2,9,3],[24,0,10],[15,29,24]]","[[1,20,14],[2,9,3],[24,0,10],[11,15,1]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
261,65,74,1,"[2, 1, 0, 2]","[2, 2, 0, 2]",invert all source and target factor-frame forms listed,"[[20,16,1],[2,9,3],[24,0,10],[15,29,24]]","[[14,25,21],[2,9,3],[22,20,6],[1,7,14]]",11,scalar*product(target_frame_forms)/product(source_frame_forms),9,normalized_H_factor_circuit^4,False,False,False,False
262,65,68,2,"[2, 1, 0, 2]","[2, 1, 1, 2]",invert all source and target factor-frame forms listed,"[[20,16,1],[2,9,3],[24,0,10],[15,29,24]]","[[20,16,1],[11,15,1],[22,20,6],[15,29,24]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
263,65,63,3,"[2, 1, 0, 2]","[2, 1, 0, 0]",invert all source and target factor-frame forms listed,"[[20,16,1],[2,9,3],[24,0,10],[15,29,24]]","[[20,16,1],[1,0,0],[30,28,11],[24,13,5]]",2,scalar*product(target_frame_forms)/product(source_frame_forms),16,normalized_H_factor_circuit^4,False,False,False,False
264,66,12,0,"[2, 1, 1, 0]","[0, 1, 1, 0]",invert all source and target factor-frame forms listed,"[[20,16,1],[1,0,1],[29,6,9],[24,13,5]]","[[1,20,14],[1,0,1],[29,6,9],[1,0,1]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
265,66,75,1,"[2, 1, 1, 0]","[2, 2, 1, 0]",invert all source and target factor-frame forms listed,"[[20,16,1],[1,0,1],[29,6,9],[24,13,5]]","[[14,25,21],[1,0,1],[8,0,0],[9,5,29]]",11,scalar*product(target_frame_forms)/product(source_frame_forms),9,normalized_H_factor_circuit^4,False,False,False,False
266,66,69,2,"[2, 1, 1, 0]","[2, 1, 2, 0]",invert all source and target factor-frame forms listed,"[[20,16,1],[1,0,1],[29,6,9],[24,13,5]]","[[20,16,1],[29,0,2],[8,0,0],[24,13,5]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
267,66,67,3,"[2, 1, 1, 0]","[2, 1, 1, 1]",invert all source and target factor-frame forms listed,"[[20,16,1],[1,0,1],[29,6,9],[24,13,5]]","[[20,16,1],[12,17,13],[24,0,21],[9,0,9]]",4,scalar*product(target_frame_forms)/product(source_frame_forms),8,normalized_H_factor_circuit^4,False,False,False,False
268,67,13,0,"[2, 1, 1, 1]","[0, 1, 1, 1]",invert all source and target factor-frame forms listed,"[[20,16,1],[12,17,13],[24,0,21],[9,0,9]]","[[1,20,14],[12,17,13],[24,0,21],[12,17,13]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
269,67,76,1,"[2, 1, 1, 1]","[2, 2, 1, 1]",invert all source and target factor-frame forms listed,"[[20,16,1],[12,17,13],[24,0,21],[9,0,9]]","[[14,25,21],[12,17,13],[23,20,26],[3,0,28]]",11,scalar*product(target_frame_forms)/product(source_frame_forms),9,normalized_H_factor_circuit^4,False,False,False,False
270,67,70,2,"[2, 1, 1, 1]","[2, 1, 2, 1]",invert all source and target factor-frame forms listed,"[[20,16,1],[12,17,13],[24,0,21],[9,0,9]]","[[20,16,1],[20,16,1],[23,20,26],[9,0,9]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
271,67,68,3,"[2, 1, 1, 1]","[2, 1, 1, 2]",invert all source and target factor-frame forms listed,"[[20,16,1],[12,17,13],[24,0,21],[9,0,9]]","[[20,16,1],[11,15,1],[22,20,6],[15,29,24]]",4,scalar*product(target_frame_forms)/product(source_frame_forms),8,normalized_H_factor_circuit^4,False,False,False,False
272,68,14,0,"[2, 1, 1, 2]","[0, 1, 1, 2]",invert all source and target factor-frame forms listed,"[[20,16,1],[11,15,1],[22,20,6],[15,29,24]]","[[1,20,14],[11,15,1],[22,20,6],[11,15,1]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
273,68,77,1,"[2, 1, 1, 2]","[2, 2, 1, 2]",invert all source and target factor-frame forms listed,"[[20,16,1],[11,15,1],[22,20,6],[15,29,24]]","[[14,25,21],[11,15,1],[15,22,10],[1,7,14]]",11,scalar*product(target_frame_forms)/product(source_frame_forms),9,normalized_H_factor_circuit^4,False,False,False,False
274,68,71,2,"[2, 1, 1, 2]","[2, 1, 2, 2]",invert all source and target factor-frame forms listed,"[[20,16,1],[11,15,1],[22,20,6],[15,29,24]]","[[20,16,1],[14,25,21],[15,22,10],[15,29,24]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
275,68,66,3,"[2, 1, 1, 2]","[2, 1, 1, 0]",invert all source and target factor-frame forms listed,"[[20,16,1],[11,15,1],[22,20,6],[15,29,24]]","[[20,16,1],[1,0,1],[29,6,9],[24,13,5]]",2,scalar*product(target_frame_forms)/product(source_frame_forms),16,normalized_H_factor_circuit^4,False,False,False,False
276,69,15,0,"[2, 1, 2, 0]","[0, 1, 2, 0]",invert all source and target factor-frame forms listed,"[[20,16,1],[29,0,2],[8,0,0],[24,13,5]]","[[1,20,14],[29,0,2],[8,0,0],[1,0,1]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
277,69,78,1,"[2, 1, 2, 0]","[2, 2, 2, 0]",invert all source and target factor-frame forms listed,"[[20,16,1],[29,0,2],[8,0,0],[24,13,5]]","[[14,25,21],[29,0,2],[23,7,26],[9,5,29]]",11,scalar*product(target_frame_forms)/product(source_frame_forms),9,normalized_H_factor_circuit^4,False,False,False,False
278,69,63,2,"[2, 1, 2, 0]","[2, 1, 0, 0]",invert all source and target factor-frame forms listed,"[[20,16,1],[29,0,2],[8,0,0],[24,13,5]]","[[20,16,1],[1,0,0],[30,28,11],[24,13,5]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
279,69,70,3,"[2, 1, 2, 0]","[2, 1, 2, 1]",invert all source and target factor-frame forms listed,"[[20,16,1],[29,0,2],[8,0,0],[24,13,5]]","[[20,16,1],[20,16,1],[23,20,26],[9,0,9]]",4,scalar*product(target_frame_forms)/product(source_frame_forms),8,normalized_H_factor_circuit^4,False,False,False,False
280,70,16,0,"[2, 1, 2, 1]","[0, 1, 2, 1]",invert all source and target factor-frame forms listed,"[[20,16,1],[20,16,1],[23,20,26],[9,0,9]]","[[1,20,14],[20,16,1],[23,20,26],[12,17,13]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
281,70,79,1,"[2, 1, 2, 1]","[2, 2, 2, 1]",invert all source and target factor-frame forms listed,"[[20,16,1],[20,16,1],[23,20,26],[9,0,9]]","[[14,25,21],[20,16,1],[13,22,19],[3,0,28]]",11,scalar*product(target_frame_forms)/product(source_frame_forms),9,normalized_H_factor_circuit^4,False,False,False,False
282,70,64,2,"[2, 1, 2, 1]","[2, 1, 0, 1]",invert all source and target factor-frame forms listed,"[[20,16,1],[20,16,1],[23,20,26],[9,0,9]]","[[20,16,1],[1,20,14],[21,26,14],[9,0,9]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
283,70,71,3,"[2, 1, 2, 1]","[2, 1, 2, 2]",invert all source and target factor-frame forms listed,"[[20,16,1],[20,16,1],[23,20,26],[9,0,9]]","[[20,16,1],[14,25,21],[15,22,10],[15,29,24]]",4,scalar*product(target_frame_forms)/product(source_frame_forms),8,normalized_H_factor_circuit^4,False,False,False,False
284,71,17,0,"[2, 1, 2, 2]","[0, 1, 2, 2]",invert all source and target factor-frame forms listed,"[[20,16,1],[14,25,21],[15,22,10],[15,29,24]]","[[1,20,14],[14,25,21],[15,22,10],[11,15,1]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
285,71,80,1,"[2, 1, 2, 2]","[2, 2, 2, 2]",invert all source and target factor-frame forms listed,"[[20,16,1],[14,25,21],[15,22,10],[15,29,24]]","[[14,25,21],[14,25,21],[6,0,18],[1,7,14]]",11,scalar*product(target_frame_forms)/product(source_frame_forms),9,normalized_H_factor_circuit^4,False,False,False,False
286,71,65,2,"[2, 1, 2, 2]","[2, 1, 0, 2]",invert all source and target factor-frame forms listed,"[[20,16,1],[14,25,21],[15,22,10],[15,29,24]]","[[20,16,1],[2,9,3],[24,0,10],[15,29,24]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
287,71,69,3,"[2, 1, 2, 2]","[2, 1, 2, 0]",invert all source and target factor-frame forms listed,"[[20,16,1],[14,25,21],[15,22,10],[15,29,24]]","[[20,16,1],[29,0,2],[8,0,0],[24,13,5]]",2,scalar*product(target_frame_forms)/product(source_frame_forms),16,normalized_H_factor_circuit^4,False,False,False,False
288,72,18,0,"[2, 2, 0, 0]","[0, 2, 0, 0]",invert all source and target factor-frame forms listed,"[[14,25,21],[1,0,0],[29,6,9],[9,5,29]]","[[2,9,3],[1,0,0],[29,6,9],[29,0,2]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
289,72,54,1,"[2, 2, 0, 0]","[2, 0, 0, 0]",invert all source and target factor-frame forms listed,"[[14,25,21],[1,0,0],[29,6,9],[9,5,29]]","[[29,0,2],[1,0,0],[1,0,0],[2,9,3]]",10,scalar*product(target_frame_forms)/product(source_frame_forms),18,normalized_H_factor_circuit^4,False,False,False,False
290,72,75,2,"[2, 2, 0, 0]","[2, 2, 1, 0]",invert all source and target factor-frame forms listed,"[[14,25,21],[1,0,0],[29,6,9],[9,5,29]]","[[14,25,21],[1,0,1],[8,0,0],[9,5,29]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
291,72,73,3,"[2, 2, 0, 0]","[2, 2, 0, 1]",invert all source and target factor-frame forms listed,"[[14,25,21],[1,0,0],[29,6,9],[9,5,29]]","[[14,25,21],[1,20,14],[24,0,21],[3,0,28]]",4,scalar*product(target_frame_forms)/product(source_frame_forms),8,normalized_H_factor_circuit^4,False,False,False,False
292,73,19,0,"[2, 2, 0, 1]","[0, 2, 0, 1]",invert all source and target factor-frame forms listed,"[[14,25,21],[1,20,14],[24,0,21],[3,0,28]]","[[2,9,3],[1,20,14],[24,0,21],[20,16,1]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
293,73,55,1,"[2, 2, 0, 1]","[2, 0, 0, 1]",invert all source and target factor-frame forms listed,"[[14,25,21],[1,20,14],[24,0,21],[3,0,28]]","[[29,0,2],[1,20,14],[30,18,11],[8,0,0]]",10,scalar*product(target_frame_forms)/product(source_frame_forms),18,normalized_H_factor_circuit^4,False,False,False,False
294,73,76,2,"[2, 2, 0, 1]","[2, 2, 1, 1]",invert all source and target factor-frame forms listed,"[[14,25,21],[1,20,14],[24,0,21],[3,0,28]]","[[14,25,21],[12,17,13],[23,20,26],[3,0,28]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
295,73,74,3,"[2, 2, 0, 1]","[2, 2, 0, 2]",invert all source and target factor-frame forms listed,"[[14,25,21],[1,20,14],[24,0,21],[3,0,28]]","[[14,25,21],[2,9,3],[22,20,6],[1,7,14]]",4,scalar*product(target_frame_forms)/product(source_frame_forms),8,normalized_H_factor_circuit^4,False,False,False,False
296,74,20,0,"[2, 2, 0, 2]","[0, 2, 0, 2]",invert all source and target factor-frame forms listed,"[[14,25,21],[2,9,3],[22,20,6],[1,7,14]]","[[2,9,3],[2,9,3],[22,20,6],[14,25,21]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
297,74,56,1,"[2, 2, 0, 2]","[2, 0, 0, 2]",invert all source and target factor-frame forms listed,"[[14,25,21],[2,9,3],[22,20,6],[1,7,14]]","[[29,0,2],[2,9,3],[29,26,9],[8,5,19]]",10,scalar*product(target_frame_forms)/product(source_frame_forms),18,normalized_H_factor_circuit^4,False,False,False,False
298,74,77,2,"[2, 2, 0, 2]","[2, 2, 1, 2]",invert all source and target factor-frame forms listed,"[[14,25,21],[2,9,3],[22,20,6],[1,7,14]]","[[14,25,21],[11,15,1],[15,22,10],[1,7,14]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
299,74,72,3,"[2, 2, 0, 2]","[2, 2, 0, 0]",invert all source and target factor-frame forms listed,"[[14,25,21],[2,9,3],[22,20,6],[1,7,14]]","[[14,25,21],[1,0,0],[29,6,9],[9,5,29]]",2,scalar*product(target_frame_forms)/product(source_frame_forms),16,normalized_H_factor_circuit^4,False,False,False,False
300,75,21,0,"[2, 2, 1, 0]","[0, 2, 1, 0]",invert all source and target factor-frame forms listed,"[[14,25,21],[1,0,1],[8,0,0],[9,5,29]]","[[2,9,3],[1,0,1],[8,0,0],[29,0,2]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
301,75,57,1,"[2, 2, 1, 0]","[2, 0, 1, 0]",invert all source and target factor-frame forms listed,"[[14,25,21],[1,0,1],[8,0,0],[9,5,29]]","[[29,0,2],[1,0,1],[30,28,11],[2,9,3]]",10,scalar*product(target_frame_forms)/product(source_frame_forms),18,normalized_H_factor_circuit^4,False,False,False,False
302,75,78,2,"[2, 2, 1, 0]","[2, 2, 2, 0]",invert all source and target factor-frame forms listed,"[[14,25,21],[1,0,1],[8,0,0],[9,5,29]]","[[14,25,21],[29,0,2],[23,7,26],[9,5,29]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
303,75,76,3,"[2, 2, 1, 0]","[2, 2, 1, 1]",invert all source and target factor-frame forms listed,"[[14,25,21],[1,0,1],[8,0,0],[9,5,29]]","[[14,25,21],[12,17,13],[23,20,26],[3,0,28]]",4,scalar*product(target_frame_forms)/product(source_frame_forms),8,normalized_H_factor_circuit^4,False,False,False,False
304,76,22,0,"[2, 2, 1, 1]","[0, 2, 1, 1]",invert all source and target factor-frame forms listed,"[[14,25,21],[12,17,13],[23,20,26],[3,0,28]]","[[2,9,3],[12,17,13],[23,20,26],[20,16,1]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
305,76,58,1,"[2, 2, 1, 1]","[2, 0, 1, 1]",invert all source and target factor-frame forms listed,"[[14,25,21],[12,17,13],[23,20,26],[3,0,28]]","[[29,0,2],[12,17,13],[21,26,14],[8,0,0]]",10,scalar*product(target_frame_forms)/product(source_frame_forms),18,normalized_H_factor_circuit^4,False,False,False,False
306,76,79,2,"[2, 2, 1, 1]","[2, 2, 2, 1]",invert all source and target factor-frame forms listed,"[[14,25,21],[12,17,13],[23,20,26],[3,0,28]]","[[14,25,21],[20,16,1],[13,22,19],[3,0,28]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
307,76,77,3,"[2, 2, 1, 1]","[2, 2, 1, 2]",invert all source and target factor-frame forms listed,"[[14,25,21],[12,17,13],[23,20,26],[3,0,28]]","[[14,25,21],[11,15,1],[15,22,10],[1,7,14]]",4,scalar*product(target_frame_forms)/product(source_frame_forms),8,normalized_H_factor_circuit^4,False,False,False,False
308,77,23,0,"[2, 2, 1, 2]","[0, 2, 1, 2]",invert all source and target factor-frame forms listed,"[[14,25,21],[11,15,1],[15,22,10],[1,7,14]]","[[2,9,3],[11,15,1],[15,22,10],[14,25,21]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
309,77,59,1,"[2, 2, 1, 2]","[2, 0, 1, 2]",invert all source and target factor-frame forms listed,"[[14,25,21],[11,15,1],[15,22,10],[1,7,14]]","[[29,0,2],[11,15,1],[24,0,10],[8,5,19]]",10,scalar*product(target_frame_forms)/product(source_frame_forms),18,normalized_H_factor_circuit^4,False,False,False,False
310,77,80,2,"[2, 2, 1, 2]","[2, 2, 2, 2]",invert all source and target factor-frame forms listed,"[[14,25,21],[11,15,1],[15,22,10],[1,7,14]]","[[14,25,21],[14,25,21],[6,0,18],[1,7,14]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
311,77,75,3,"[2, 2, 1, 2]","[2, 2, 1, 0]",invert all source and target factor-frame forms listed,"[[14,25,21],[11,15,1],[15,22,10],[1,7,14]]","[[14,25,21],[1,0,1],[8,0,0],[9,5,29]]",2,scalar*product(target_frame_forms)/product(source_frame_forms),16,normalized_H_factor_circuit^4,False,False,False,False
312,78,24,0,"[2, 2, 2, 0]","[0, 2, 2, 0]",invert all source and target factor-frame forms listed,"[[14,25,21],[29,0,2],[23,7,26],[9,5,29]]","[[2,9,3],[29,0,2],[23,7,26],[29,0,2]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
313,78,60,1,"[2, 2, 2, 0]","[2, 0, 2, 0]",invert all source and target factor-frame forms listed,"[[14,25,21],[29,0,2],[23,7,26],[9,5,29]]","[[29,0,2],[29,0,2],[29,6,9],[2,9,3]]",10,scalar*product(target_frame_forms)/product(source_frame_forms),18,normalized_H_factor_circuit^4,False,False,False,False
314,78,72,2,"[2, 2, 2, 0]","[2, 2, 0, 0]",invert all source and target factor-frame forms listed,"[[14,25,21],[29,0,2],[23,7,26],[9,5,29]]","[[14,25,21],[1,0,0],[29,6,9],[9,5,29]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
315,78,79,3,"[2, 2, 2, 0]","[2, 2, 2, 1]",invert all source and target factor-frame forms listed,"[[14,25,21],[29,0,2],[23,7,26],[9,5,29]]","[[14,25,21],[20,16,1],[13,22,19],[3,0,28]]",4,scalar*product(target_frame_forms)/product(source_frame_forms),8,normalized_H_factor_circuit^4,False,False,False,False
316,79,25,0,"[2, 2, 2, 1]","[0, 2, 2, 1]",invert all source and target factor-frame forms listed,"[[14,25,21],[20,16,1],[13,22,19],[3,0,28]]","[[2,9,3],[20,16,1],[13,22,19],[20,16,1]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
317,79,61,1,"[2, 2, 2, 1]","[2, 0, 2, 1]",invert all source and target factor-frame forms listed,"[[14,25,21],[20,16,1],[13,22,19],[3,0,28]]","[[29,0,2],[20,16,1],[24,0,21],[8,0,0]]",10,scalar*product(target_frame_forms)/product(source_frame_forms),18,normalized_H_factor_circuit^4,False,False,False,False
318,79,73,2,"[2, 2, 2, 1]","[2, 2, 0, 1]",invert all source and target factor-frame forms listed,"[[14,25,21],[20,16,1],[13,22,19],[3,0,28]]","[[14,25,21],[1,20,14],[24,0,21],[3,0,28]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
319,79,80,3,"[2, 2, 2, 1]","[2, 2, 2, 2]",invert all source and target factor-frame forms listed,"[[14,25,21],[20,16,1],[13,22,19],[3,0,28]]","[[14,25,21],[14,25,21],[6,0,18],[1,7,14]]",4,scalar*product(target_frame_forms)/product(source_frame_forms),8,normalized_H_factor_circuit^4,False,False,False,False
320,80,26,0,"[2, 2, 2, 2]","[0, 2, 2, 2]",invert all source and target factor-frame forms listed,"[[14,25,21],[14,25,21],[6,0,18],[1,7,14]]","[[2,9,3],[14,25,21],[6,0,18],[14,25,21]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
