edge_job_id,source_K_index,target_K_index,source_K_exponents,target_K_exponents,generator_index,generator,generator_exponents,generator_artifact_loaded,support_ids_bound,support_binding_count,support_bindings_sha256,ready_for_common_basis_rebase,common_basis_rebased,numeric_edge_matrix_emitted,edge_chain_map_certified,status
110,27,30,"[1,0,0,0]","[1,0,1,0]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
111,27,28,"[1,0,0,0]","[1,0,0,1]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
112,28,55,"[1,0,0,1]","[2,0,0,1]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
113,28,37,"[1,0,0,1]","[1,1,0,1]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
114,28,31,"[1,0,0,1]","[1,0,1,1]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
115,28,29,"[1,0,0,1]","[1,0,0,2]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
116,29,56,"[1,0,0,2]","[2,0,0,2]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
117,29,38,"[1,0,0,2]","[1,1,0,2]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
118,29,32,"[1,0,0,2]","[1,0,1,2]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
119,29,27,"[1,0,0,2]","[1,0,0,0]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
120,30,57,"[1,0,1,0]","[2,0,1,0]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
121,30,39,"[1,0,1,0]","[1,1,1,0]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
122,30,33,"[1,0,1,0]","[1,0,2,0]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
123,30,31,"[1,0,1,0]","[1,0,1,1]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
124,31,58,"[1,0,1,1]","[2,0,1,1]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
125,31,40,"[1,0,1,1]","[1,1,1,1]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
126,31,34,"[1,0,1,1]","[1,0,2,1]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
127,31,32,"[1,0,1,1]","[1,0,1,2]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
128,32,59,"[1,0,1,2]","[2,0,1,2]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
129,32,41,"[1,0,1,2]","[1,1,1,2]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
130,32,35,"[1,0,1,2]","[1,0,2,2]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
131,32,30,"[1,0,1,2]","[1,0,1,0]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
132,33,60,"[1,0,2,0]","[2,0,2,0]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
133,33,42,"[1,0,2,0]","[1,1,2,0]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
134,33,27,"[1,0,2,0]","[1,0,0,0]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
135,33,34,"[1,0,2,0]","[1,0,2,1]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
136,34,61,"[1,0,2,1]","[2,0,2,1]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
137,34,43,"[1,0,2,1]","[1,1,2,1]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
138,34,28,"[1,0,2,1]","[1,0,0,1]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
139,34,35,"[1,0,2,1]","[1,0,2,2]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
140,35,62,"[1,0,2,2]","[2,0,2,2]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
141,35,44,"[1,0,2,2]","[1,1,2,2]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
142,35,29,"[1,0,2,2]","[1,0,0,2]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
143,35,33,"[1,0,2,2]","[1,0,2,0]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
144,36,63,"[1,1,0,0]","[2,1,0,0]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
145,36,45,"[1,1,0,0]","[1,2,0,0]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
146,36,39,"[1,1,0,0]","[1,1,1,0]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
147,36,37,"[1,1,0,0]","[1,1,0,1]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
148,37,64,"[1,1,0,1]","[2,1,0,1]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
149,37,46,"[1,1,0,1]","[1,2,0,1]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
150,37,40,"[1,1,0,1]","[1,1,1,1]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
151,37,38,"[1,1,0,1]","[1,1,0,2]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
152,38,65,"[1,1,0,2]","[2,1,0,2]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
153,38,47,"[1,1,0,2]","[1,2,0,2]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
154,38,41,"[1,1,0,2]","[1,1,1,2]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
155,38,36,"[1,1,0,2]","[1,1,0,0]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
156,39,66,"[1,1,1,0]","[2,1,1,0]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
157,39,48,"[1,1,1,0]","[1,2,1,0]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
158,39,42,"[1,1,1,0]","[1,1,2,0]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
159,39,40,"[1,1,1,0]","[1,1,1,1]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
160,40,67,"[1,1,1,1]","[2,1,1,1]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
161,40,49,"[1,1,1,1]","[1,2,1,1]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
162,40,43,"[1,1,1,1]","[1,1,2,1]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
163,40,41,"[1,1,1,1]","[1,1,1,2]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
164,41,68,"[1,1,1,2]","[2,1,1,2]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
165,41,50,"[1,1,1,2]","[1,2,1,2]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
166,41,44,"[1,1,1,2]","[1,1,2,2]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
167,41,39,"[1,1,1,2]","[1,1,1,0]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
168,42,69,"[1,1,2,0]","[2,1,2,0]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
169,42,51,"[1,1,2,0]","[1,2,2,0]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
170,42,36,"[1,1,2,0]","[1,1,0,0]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
171,42,43,"[1,1,2,0]","[1,1,2,1]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
172,43,70,"[1,1,2,1]","[2,1,2,1]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
173,43,52,"[1,1,2,1]","[1,2,2,1]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
174,43,37,"[1,1,2,1]","[1,1,0,1]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
175,43,44,"[1,1,2,1]","[1,1,2,2]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
176,44,71,"[1,1,2,2]","[2,1,2,2]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
177,44,53,"[1,1,2,2]","[1,2,2,2]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
178,44,38,"[1,1,2,2]","[1,1,0,2]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
179,44,42,"[1,1,2,2]","[1,1,2,0]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
180,45,72,"[1,2,0,0]","[2,2,0,0]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
181,45,27,"[1,2,0,0]","[1,0,0,0]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
182,45,48,"[1,2,0,0]","[1,2,1,0]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
183,45,46,"[1,2,0,0]","[1,2,0,1]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
184,46,73,"[1,2,0,1]","[2,2,0,1]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
185,46,28,"[1,2,0,1]","[1,0,0,1]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
186,46,49,"[1,2,0,1]","[1,2,1,1]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
187,46,47,"[1,2,0,1]","[1,2,0,2]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
188,47,74,"[1,2,0,2]","[2,2,0,2]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
189,47,29,"[1,2,0,2]","[1,0,0,2]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
190,47,50,"[1,2,0,2]","[1,2,1,2]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
191,47,45,"[1,2,0,2]","[1,2,0,0]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
192,48,75,"[1,2,1,0]","[2,2,1,0]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
193,48,30,"[1,2,1,0]","[1,0,1,0]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
194,48,51,"[1,2,1,0]","[1,2,2,0]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
195,48,49,"[1,2,1,0]","[1,2,1,1]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
196,49,76,"[1,2,1,1]","[2,2,1,1]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
197,49,31,"[1,2,1,1]","[1,0,1,1]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
198,49,52,"[1,2,1,1]","[1,2,2,1]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
199,49,50,"[1,2,1,1]","[1,2,1,2]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
200,50,77,"[1,2,1,2]","[2,2,1,2]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
201,50,32,"[1,2,1,2]","[1,0,1,2]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
202,50,53,"[1,2,1,2]","[1,2,2,2]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
203,50,48,"[1,2,1,2]","[1,2,1,0]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
204,51,78,"[1,2,2,0]","[2,2,2,0]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
205,51,33,"[1,2,2,0]","[1,0,2,0]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
206,51,45,"[1,2,2,0]","[1,2,0,0]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
207,51,52,"[1,2,2,0]","[1,2,2,1]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
208,52,79,"[1,2,2,1]","[2,2,2,1]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
209,52,34,"[1,2,2,1]","[1,0,2,1]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
210,52,46,"[1,2,2,1]","[1,2,0,1]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
211,52,53,"[1,2,2,1]","[1,2,2,2]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
212,53,80,"[1,2,2,2]","[2,2,2,2]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
213,53,35,"[1,2,2,2]","[1,0,2,2]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
214,53,47,"[1,2,2,2]","[1,2,0,2]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
215,53,51,"[1,2,2,2]","[1,2,2,0]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
216,54,0,"[2,0,0,0]","[0,0,0,0]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
217,54,63,"[2,0,0,0]","[2,1,0,0]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
218,54,57,"[2,0,0,0]","[2,0,1,0]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
219,54,55,"[2,0,0,0]","[2,0,0,1]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
220,55,1,"[2,0,0,1]","[0,0,0,1]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
221,55,64,"[2,0,0,1]","[2,1,0,1]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
222,55,58,"[2,0,0,1]","[2,0,1,1]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
223,55,56,"[2,0,0,1]","[2,0,0,2]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
